"age","friends","days_active","hours_active","likes","posts","cluster_name","id","sex","name","date_of_birth","post_text","city","state","relationship_status","education","groups_joined","pages_liked","primary_device","last_active_hours_ago","events_responded","notification_setting","privacy_setting","account_age_years","photos_uploaded","comments_30days"
27.6208401100019,350,18,58,1222,35,"Young Active",733,"M","Joshua Brown","1997-07-03","Spent all weekend on dating apps and it was totally worth it.","Los Angeles","CA","In a relationship","Bachelor's Degree",11,105,"Desktop (Mac)",1.4,9,"Important notifications only","Friends only",7.8,617,43
66.6316793578539,49,3,0,11,1,"Senior Light",734,"M","Kevin Martin","1958-03-25","Has anyone tried the new approach to nostalgia? Worth it? 👍✨","Houston","TX","Married","Some College",9,37,"Desktop (Mac)",9.4,3,"Important notifications only","Public",4.3,76,36
29.4321613278372,336,21,30,712,15,"Young Adult Active",735,"M","Ronald Thompson","1995-08-06","So frustrated with first home right now. Need advice! 😊🔥 #fun #style","Chicago","IL","Engaged","Bachelor's Degree",9,82,"Mobile (Android)",0.1,4,"Minimal notifications","Public",6.3,520,47
37.9957473919843,245,18,54,798,18,"Young Adult Active",736,"F","Amy Clark","1986-08-01","Feeling conflicted about food trends. Thoughts? 👍","Seattle","WA","Single","Trade School",11,194,"Mobile (iOS)",0.1,7,"All notifications","Friends of friends",5.6,415,52
38.5923595053591,142,19,8,560,21,"Middle-aged Moderate",737,"F","Katherine Flores","1986-02-07","Can't believe it's been a year since I started parenting! 👏","Nashville","TN","Married","Bachelor's Degree",6,148,"Mobile (Android)",1.7,2,"All notifications","Friends only",7.4,0,55
59.7505093054475,58,9,8,395,0,"Senior Light",738,"F","Amanda Jones","1965-06-09","Looking for friends who are into medical appointments. Let's connect!","Denver","CO","Widowed","Bachelor's Degree",2,30,"Desktop (Windows)",0.3,1,"Minimal notifications","Friends only",9.7,226,0
25.8010706366056,458,21,44,1267,27,"Young Active",739,"F","Anna Brown","1998-07-13","Spent all weekend on cheap travel and it was totally worth it.","San Francisco","CA","In a relationship","Associate's Degree",10,160,"Mobile (Android)",0.1,5,"All notifications","Friends only",5.4,590,105
37.4880971879734,175,13,20,559,18,"Middle-aged Moderate",740,"F","Emily Lee","1987-01-09","Need recommendations for dealing with family vacations. Help appreciated! 👍😀👍","Columbus","OH","Married","Associate's Degree",14,83,"Desktop (Mac)",5.5,4,"Important notifications only","Friends only",5.1,363,26
63.579690243881,141,12,11,23,2,"Senior Light",741,"F","Sarah Moore","1961-03-10","So frustrated with traditional hobbies right now. Need advice!","San Antonio","TX","Widowed","Bachelor's Degree",8,16,"Desktop (Mac)",2.4,2,"Minimal notifications","Public",5,147,32
23.2710634841839,315,16,51,836,26,"Young Adult Active",742,"F","Carol Moore","2001-02-21","Does anyone else struggle with first home or is it just me? #family","Austin","TX","Single","Bachelor's Degree",15,81,"Mobile (iOS)",1.9,8,"Important notifications only","Friends only",10.8,715,59
29.9717821734893,298,14,29,669,26,"Young Adult Active",743,"F","Sandra Davis","1994-12-05","Question for those experienced with DIY projects: how do you handle...?","Seattle","WA","Single","Master's Degree",13,107,"Desktop (Mac)",4.8,2,"Important notifications only","Friends of friends",7,324,47
57.2972872513023,25,10,0,92,14,"Senior Light",744,"F","Betty Hill","1967-02-16","Anyone have recommendations for retirement planning? Looking for something new.","Miami","FL","Single","High School",2,49,"Tablet",6.1,1,"Important notifications only","Friends only",11.5,109,41
37.2646312957516,153,16,29,586,16,"Middle-aged Moderate",745,"M","Donald Rodriguez","1987-05-02","Finally took the plunge with car maintenance after months of hesitation.","Charlotte","NC","Married","Bachelor's Degree",8,45,"Desktop (Windows)",2.2,8,"Minimal notifications","Friends only",8.8,5,40
45.7572269352222,223,12,26,595,3,"Middle-aged Moderate",746,"M","Gregory Jones","1978-09-07","Just finished home renovation! Can't believe how much I enjoyed it. 😊","Chicago","IL","Divorced","Bachelor's Degree",8,42,"Mobile (Android)",0.5,3,"Minimal notifications","Friends of friends",12.1,171,36
65.2610984097295,63,8,2,109,0,"Senior Light",747,"F","Christine Moore","1959-01-12","Question for those experienced with reunion events: how do you handle...? 😊🎉","New York","NY","Single","Master's Degree",5,20,"Mobile (Android)",0.1,2,"Minimal notifications","Public",11.7,63,21
32.9901326435133,505,26,60,1144,19,"Young Active",748,"M","Timothy Walker","1992-01-04","Just finished student loans! Can't believe how much I enjoyed it. #fun #happy","Atlanta","GA","In a relationship","Graduate School",17,166,"Desktop (Mac)",0.3,10,"All notifications","Public",9.1,633,137
28.6810160344577,218,17,35,773,14,"Young Adult Active",749,"F","Lisa Wilson","1996-06-07","Does anyone else struggle with urban living or is it just me? 😀😊😀","Atlanta","GA","Engaged","Master's Degree",2,63,"Desktop (Windows)",2.1,7,"Important notifications only","Public",11.6,381,30
60.1620039377346,97,9,12,339,0,"Senior Light",750,"F","Janet Campbell","1964-09-14","Learned something new about retirement planning today that blew my mind!","San Antonio","TX","Married","High School",4,48,"Tablet",1.6,2,"All notifications","Friends only",9.9,199,21
22.2420834615705,274,17,43,530,18,"Young Adult Active",751,"M","Samuel Martinez","2002-11-03","Does anyone else struggle with career growth or is it just me? 💯💯","Los Angeles","CA","In a relationship","Master's Degree",9,157,"Mobile (iOS)",1.4,9,"Minimal notifications","Only me",11.2,187,49
28.0591028498774,373,19,39,787,14,"Young Adult Active",752,"F","Angela Campbell","1996-11-06","Can't stop thinking about pet adoption. It's changed everything for me. 👏✨","Portland","OR","Single","Bachelor's Degree",11,58,"Mobile (Android)",5.5,6,"Important notifications only","Friends only",13,596,83
38.8207406109006,321,23,32,911,10,"Young Adult Active",753,"M","Ronald Nguyen","1985-08-12","Spent all weekend on side hustles and it was totally worth it. #happy #amazing","Nashville","TN","It's complicated","Bachelor's Degree",11,82,"Mobile (Android)",0.7,7,"Minimal notifications","Friends only",7.4,365,75
22.9173613621814,399,24,63,1184,24,"Young Active",754,"F","Nancy Rivera","2002-03-03","Learned something new about gaming today that blew my mind!","Atlanta","GA","Single","Bachelor's Degree",1,209,"Mobile (Android)",2.7,5,"All notifications","Friends only",7.2,419,58
34.1683065560531,135,8,17,382,9,"Middle-aged Moderate",755,"F","Susan Hill","1990-05-29","Just discovered an amazing resource for work-life balance! Game changer! 🔥","Philadelphia","PA","Married","High School",10,111,"Desktop (Windows)",0.2,0,"Minimal notifications","Friends only",8.4,348,35
40.2094728309255,211,14,1,565,11,"Middle-aged Moderate",756,"F","Sarah Gonzalez","1984-08-02","Does anyone else struggle with car maintenance or is it just me?","Philadelphia","PA","Divorced","Trade School",7,97,"Mobile (Android)",0.4,2,"Important notifications only","Friends only",11.8,326,70
46.2324456512977,185,8,10,588,6,"Middle-aged Moderate",757,"M","Alexander Rivera","1978-11-17","Celebrating a milestone with home ownership today! #blessed","San Diego","CA","Married","Master's Degree",9,128,"Mobile (Android)",7.3,1,"Important notifications only","Only me",9.3,189,76
22.1101434789583,296,18,23,677,27,"Young Adult Active",758,"M","Larry Jones","2002-04-08","Can't stop thinking about travel adventures. It's changed everything for me. #motivation #family","Miami","FL","In a relationship","Associate's Degree",6,114,"Mobile (Android)",9.6,5,"All notifications","Friends only",9.5,453,72
23.7308976410545,442,22,69,1169,29,"Young Active",759,"M","Scott Davis","2001-02-17","Anyone have recommendations for social activism? Looking for something new. #life #family","Philadelphia","PA","Single","High School",7,180,"Mobile (Android)",2.1,4,"All notifications","Friends only",9,174,5
27.3391527102531,483,30,75,1266,34,"Young Active",760,"F","Katherine Ramirez","1997-06-27","Question for those experienced with internships: how do you handle...?","Portland","OR","Single","Some College",13,275,"Mobile (Android)",0.7,5,"All notifications","Friends only",6.9,317,93
69.8876499722792,26,10,29,73,7,"Senior Light",761,"M","Gregory Hall","1954-04-29","Learned something new about community volunteering today that blew my mind!","Atlanta","GA","In a relationship","Bachelor's Degree",5,62,"Mobile (Android)",0.4,2,"Important notifications only","Friends only",4.8,117,12
56.9219710257819,254,10,26,146,8,"Senior Light",762,"F","Cynthia King","1968-02-02","So frustrated with recipes right now. Need advice! ✨","Chicago","IL","Widowed","Doctoral Degree",5,49,"Mobile (Android)",0.7,0,"Minimal notifications","Only me",8.5,0,33
67.5971080060555,95,9,0,126,3,"Senior Light",763,"F","Katherine Rivera","1957-03-17","Celebrating a milestone with community volunteering today! #blessed ✨","Chicago","IL","Married","High School",3,79,"Mobile (Android)",0.5,3,"All notifications","Friends only",9.6,38,29
22.835524032191,423,23,47,1183,30,"Young Active",764,"M","Anthony Ramirez","2001-07-30","Finally took the plunge with roommate issues after months of hesitation.","Charlotte","NC","Single","Associate's Degree",4,93,"Mobile (iOS)",1.1,6,"Important notifications only","Public",6.9,370,121
54.8449114596914,73,0,0,133,0,"Senior Light",765,"M","Timothy Wilson","1969-11-13","Spent all weekend on recipes and it was totally worth it.","Nashville","TN","Married","Master's Degree",4,36,"Tablet",13.2,3,"All notifications","Friends only",3.7,124,0
19.3283275083865,477,30,73,1329,34,"Young Active",766,"M","Jack Garcia","2004-12-02","Feeling conflicted about graduation. Thoughts?","Dallas","TX","Single","High School",9,240,"Mobile (iOS)",2.2,8,"All notifications","Friends of friends",6.1,478,109
38.8945093731123,232,13,10,610,6,"Middle-aged Moderate",767,"M","John Scott","1985-12-08","Anyone have recommendations for youth sports? Looking for something new.","Los Angeles","CA","Separated","Bachelor's Degree",6,78,"Mobile (Android)",2.1,5,"All notifications","Custom",5.9,184,82
59.8879265054803,0,5,0,197,7,"Senior Light",768,"F","Helen Moore","1964-12-15","Feeling conflicted about book clubs. Thoughts?","Jacksonville","FL","Widowed","Master's Degree",4,66,"Mobile (iOS)",8.4,0,"Important notifications only","Friends only",3.3,123,13
23.3854908598802,347,22,53,1179,28,"Young Active",769,"M","Jacob Robinson","2001-02-16","Finally took the plunge with dating apps after months of hesitation.","Chicago","IL","In a relationship","Associate's Degree",16,204,"Mobile (Android)",1.5,10,"No notifications","Custom",8.1,146,45
45.2611157986277,196,19,17,334,4,"Middle-aged Moderate",770,"M","Thomas Wright","1979-06-01","Learned something new about home ownership today that blew my mind!","San Jose","CA","In a relationship","Doctoral Degree",8,88,"Mobile (iOS)",3,5,"Minimal notifications","Friends only",9.9,467,68
25.947705828476,492,28,67,1107,27,"Young Active",771,"M","Brian Moore","1999-01-06","Has anyone tried the new approach to roommate issues? Worth it? #amazing","Seattle","WA","In a relationship","Bachelor's Degree",10,139,"Mobile (iOS)",5.7,6,"Important notifications only","Friends only",9.9,178,137
29.4708619556706,308,25,25,911,22,"Young Adult Active",772,"M","Jeffrey Mitchell","1995-03-18","Has anyone tried the new approach to new gadgets? Worth it? 😊😊🔥","Boston","MA","Single","Bachelor's Degree",6,151,"Mobile (iOS)",0.4,6,"Important notifications only","Friends only",8.8,572,88
36.9872276373364,251,16,20,410,9,"Middle-aged Moderate",773,"F","Nicole Williams","1987-09-24","Finally took the plunge with parent-teacher meetings after months of hesitation. 🎉🎉😊","Fort Worth","TX","Divorced","Bachelor's Degree",7,44,"Mobile (Android)",5.5,5,"Important notifications only","Friends only",7.3,203,64
18.5199203436898,470,25,42,1169,34,"Young Active",774,"M","James Johnson","2005-11-30","Need recommendations for dealing with first job. Help appreciated!","San Francisco","CA","Single","Bachelor's Degree",9,165,"Desktop (Mac)",0.4,8,"Minimal notifications","Friends only",5.2,510,131
20.2033668064672,321,19,50,909,15,"Young Adult Active",775,"F","Laura Smith","2004-01-03","Looking for friends who are into career growth. Let's connect! #style","Austin","TX","Married","Bachelor's Degree",6,162,"Mobile (iOS)",2.9,6,"Minimal notifications","Public",10.5,728,92
41.0670586526059,284,9,29,370,12,"Middle-aged Moderate",776,"M","Patrick Nguyen","1983-09-09","Learned something new about health insurance today that blew my mind!","Indianapolis","IN","Divorced","Bachelor's Degree",8,49,"Mobile (Android)",2.8,2,"Important notifications only","Friends of friends",10.6,585,30
60.1266793505562,27,9,8,324,0,"Senior Light",777,"M","Benjamin Nguyen","1964-03-08","Has anyone tried the new approach to downsizing homes? Worth it? 🎉","Dallas","TX","Widowed","High School",9,54,"Mobile (iOS)",4.2,1,"No notifications","Public",2.6,287,24
46.8251159392997,160,14,18,489,9,"Middle-aged Moderate",778,"M","Steven Thompson","1977-08-03","So frustrated with school activities right now. Need advice! 🎉💯🙌","Atlanta","GA","Married","Bachelor's Degree",7,51,"Multiple devices",14.3,6,"Important notifications only","Friends of friends",7.8,158,11
26.4554690412243,469,23,70,959,26,"Young Active",779,"M","George Green","1998-01-01","Looking for friends who are into entry-level jobs. Let's connect! #happy","San Diego","CA","Single","Some College",12,166,"Mobile (iOS)",0.6,11,"All notifications","Public",7,518,62
43.9860885056304,213,19,26,397,9,"Middle-aged Moderate",780,"F","Rebecca Hernandez","1980-12-24","Celebrating a milestone with home ownership today! #blessed","Los Angeles","CA","Married","Trade School",8,91,"Mobile (iOS)",6.2,6,"All notifications","Friends only",14.6,222,43
60.2049318718783,0,13,0,122,3,"Senior Light",781,"F","Kathleen Lee","1964-05-21","Best decision ever was getting involved with recipes!","Nashville","TN","Married","Master's Degree",3,54,"Mobile (Android)",1.8,1,"All notifications","Friends only",2.9,164,30
20.9083797518706,477,30,85,1339,32,"Young Active",782,"M","Ronald Davis","2003-05-05","So proud of what I've accomplished with first job this year. ❤️","Houston","TX","Single","Some College",13,169,"Mobile (Android)",3.1,11,"All notifications","Public",5.8,573,40
41.4482032158221,136,17,14,607,9,"Middle-aged Moderate",783,"M","Jacob Wilson","1983-01-20","Can't believe it's been a year since I started college savings! 💯🙌👍","Dallas","TX","Married","Associate's Degree",6,113,"Multiple devices",2.9,5,"No notifications","Custom",5.9,347,21
31.6989355565056,239,20,30,871,23,"Young Adult Active",784,"M","Christopher Mitchell","1993-05-02","Feeling conflicted about DIY projects. Thoughts? 🙌🙌","Boston","MA","Married","Master's Degree",8,119,"Mobile (iOS)",5.9,10,"All notifications","Friends only",8.4,530,89
35.9130363461828,286,11,24,541,7,"Middle-aged Moderate",785,"F","Patricia Jones","1988-06-07","Anyone have recommendations for youth sports? Looking for something new.","Chicago","IL","Single","High School",7,75,"Tablet",0.1,2,"All notifications","Only me",13.3,548,21
59.8562534238596,138,8,8,140,6,"Senior Light",786,"F","Rachel Green","1965-04-27","Looking for a group in the area interested in nostalgia. Anyone? 👏","Philadelphia","PA","Widowed","High School",6,85,"Desktop (Windows)",7.8,2,"Important notifications only","Friends only",4.1,170,23
40.00390825556,263,27,42,749,17,"Young Adult Active",787,"M","John Rodriguez","1984-06-07","So proud of what I've accomplished with food trends this year. #instagood","Boston","MA","In a relationship","Graduate School",5,171,"Mobile (Android)",4.1,9,"All notifications","Friends of friends",11.4,404,51
34.3536696835769,283,14,6,390,21,"Middle-aged Moderate",788,"F","Emma Perez","1990-05-01","Learned something new about college savings today that blew my mind!","New York","NY","Married","High School",5,129,"Mobile (Android)",1.7,3,"Important notifications only","Public",9.8,86,0
32.3608929603486,424,30,61,1301,30,"Young Active",789,"F","Laura Jones","1992-02-27","Learned something new about gaming today that blew my mind!","Austin","TX","Single","Bachelor's Degree",16,178,"Desktop (Mac)",0.8,11,"Important notifications only","Friends of friends",5.1,303,100
28.8646554175755,351,19,44,811,24,"Young Adult Active",790,"M","Dennis Roberts","1995-11-24","Question for those experienced with new gadgets: how do you handle...?","Seattle","WA","Single","High School",12,122,"Desktop (Mac)",3.2,7,"Important notifications only","Friends only",11.5,327,90
37.41155298121,369,21,62,898,24,"Young Adult Active",791,"M","Steven Lee","1987-01-02","Looking for friends who are into moving cities. Let's connect! ✨❤️👏 #love","New York","NY","In a relationship","Bachelor's Degree",7,235,"Mobile (iOS)",0.4,4,"Important notifications only","Friends only",12.5,300,62
25.7847341275636,367,30,32,1031,18,"Young Adult Active",792,"M","James Allen","1998-12-25","Best decision ever was getting involved with DIY projects!","Seattle","WA","Single","Bachelor's Degree",10,161,"Mobile (Android)",2,5,"Minimal notifications","Friends only",6.6,433,48
59.6690233627205,143,8,12,193,7,"Senior Light",793,"M","Jerry Ramirez","1964-11-07","Can't stop thinking about social security. It's changed everything for me.","Dallas","TX","Married","Doctoral Degree",5,49,"Mobile (iOS)",2.2,2,"Important notifications only","Friends only",5.8,160,30
41.5561674917893,186,9,11,485,8,"Middle-aged Moderate",794,"M","Thomas Jones","1983-07-04","Looking for friends who are into work-life balance. Let's connect!","Fort Worth","TX","Married","Master's Degree",8,82,"Desktop (Windows)",5.8,7,"Important notifications only","Friends of friends",13.3,80,43
24.4370488584829,423,22,63,1301,36,"Young Active",795,"M","Justin Brown","1999-12-08","Feeling conflicted about social activism. Thoughts? 😀 #motivation #love","Boston","MA","In a relationship","Some College",15,95,"Mobile (iOS)",0.1,10,"Important notifications only","Friends only",7.5,594,58
33.2936941947132,363,16,30,756,24,"Young Adult Active",796,"M","Brandon Sanchez","1991-09-15","Question for those experienced with fitness goals: how do you handle...?","San Diego","CA","Married","Bachelor's Degree",11,115,"Mobile (iOS)",1,6,"All notifications","Friends of friends",6.9,366,49
39.1656924994526,196,15,0,544,12,"Middle-aged Moderate",797,"M","Jonathan Smith","1985-07-11","Need recommendations for dealing with family vacations. Help appreciated!","Philadelphia","PA","Divorced","Associate's Degree",13,114,"Desktop (Mac)",2,2,"Minimal notifications","Friends only",12.6,130,80
31.0443673258007,416,23,37,1390,28,"Young Active",798,"M","Joshua Taylor","1993-04-29","Learned something new about memes today that blew my mind! #instagood","Indianapolis","IN","Single","Some College",19,160,"Mobile (Android)",3.9,12,"All notifications","Only me",8.3,522,129
30.8520971694211,249,22,49,739,13,"Young Adult Active",799,"F","Dorothy Johnson","1994-02-14","Has anyone tried the new approach to food trends? Worth it? 👍💯 #happy","San Diego","CA","Engaged","Associate's Degree",12,90,"Desktop (Mac)",4.1,6,"All notifications","Friends only",5.3,406,37
43.4620981812237,265,21,21,406,14,"Middle-aged Moderate",800,"F","Michelle Allen","1980-11-24","Looking for a group in the area interested in health insurance. Anyone?","Portland","OR","Married","High School",7,148,"Mobile (Android)",3.5,2,"Important notifications only","Friends only",6.7,105,69
24.0722653172061,338,16,44,693,24,"Young Adult Active",801,"F","Elizabeth Brown","2000-08-12","Best decision ever was getting involved with new gadgets! #friends","Portland","OR","Engaged","Bachelor's Degree",7,191,"Mobile (Android)",0.1,5,"All notifications","Friends only",10.6,548,69
36.7080535465148,274,11,0,624,7,"Middle-aged Moderate",802,"F","Linda Brown","1988-05-04","Does anyone else struggle with home ownership or is it just me?","Seattle","WA","Married","Master's Degree",6,100,"Mobile (Android)",0.4,5,"All notifications","Only me",6.6,193,34
45.4475397439578,169,14,19,560,15,"Middle-aged Moderate",803,"F","Anna Ramirez","1979-01-17","Can't stop thinking about school activities. It's changed everything for me.","Denver","CO","Married","Trade School",5,80,"Tablet",5,5,"Important notifications only","Friends of friends",13.2,391,55
27.5439297058033,463,29,61,1327,34,"Young Active",804,"F","Laura Johnson","1996-11-14","So proud of what I've accomplished with memes this year.","Chicago","IL","Single","Some College",9,102,"Mobile (Android)",0.3,7,"All notifications","Friends only",9.1,275,0
39.3204668719979,146,17,37,575,21,"Middle-aged Moderate",805,"M","Matthew Flores","1985-07-08","Feeling conflicted about home renovation. Thoughts?","Charlotte","NC","Widowed","Bachelor's Degree",8,104,"Mobile (Android)",4.9,5,"Important notifications only","Custom",10.8,449,46
29.4560863152155,304,20,33,822,16,"Young Adult Active",806,"F","Sarah Nelson","1994-11-27","Question for those experienced with child-free lifestyle: how do you handle...? ❤️","Denver","CO","Single","Bachelor's Degree",4,129,"Mobile (iOS)",0.8,3,"All notifications","Friends only",12.8,342,42
63.7745008022732,38,14,13,174,6,"Senior Light",807,"F","Emily Campbell","1960-08-18","Can't believe it's been a year since I started book clubs!","Denver","CO","Divorced","Bachelor's Degree",9,96,"Desktop (Windows)",10.3,1,"All notifications","Friends only",4.8,23,37
38.8809433919002,219,14,20,508,1,"Middle-aged Moderate",808,"F","Angela Campbell","1985-07-26","So frustrated with neighborhood events right now. Need advice!","Los Angeles","CA","Divorced","Bachelor's Degree",3,97,"Mobile (Android)",5.2,4,"Important notifications only","Public",10.5,253,58
40.3747758546996,198,22,29,432,13,"Middle-aged Moderate",809,"F","Susan Harris","1984-06-14","Just discovered an amazing resource for health insurance! Game changer!","Columbus","OH","Divorced","Bachelor's Degree",7,69,"Desktop (Windows)",0.5,1,"All notifications","Friends of friends",14.6,153,80
31.77022598925,272,9,22,513,15,"Middle-aged Moderate",810,"F","Michelle Moore","1992-10-28","Just finished 401k planning! Can't believe how much I enjoyed it.","Miami","FL","Separated","High School",11,90,"Mobile (iOS)",1.3,4,"Minimal notifications","Only me",8.7,325,86
48.8700468257751,216,16,22,470,18,"Middle-aged Moderate",811,"M","Anthony Allen","1975-12-27","Does anyone else struggle with mortgage rates or is it just me?","Columbus","OH","Married","High School",6,93,"Desktop (Windows)",0.3,7,"All notifications","Public",10.5,177,0
63.8298395798829,60,12,3,220,0,"Senior Light",812,"F","Lisa Adams","1960-06-11","Just finished community volunteering! Can't believe how much I enjoyed it.","Charlotte","NC","Widowed","Some College",6,55,"Tablet",6.1,3,"Minimal notifications","Friends only",10.1,96,8
29.1614392150538,363,30,61,1094,33,"Young Active",813,"F","Jessica Adams","1995-08-09","Thinking about changing my approach to dating apps. Any advice? #instagood #style","Dallas","TX","Single","High School",12,158,"Mobile (iOS)",4.2,12,"All notifications","Friends only",5.6,276,68
20.4727123876344,277,14,41,686,20,"Young Adult Active",814,"M","Charles Flores","2004-05-21","Just discovered an amazing resource for pet adoption! Game changer!","Phoenix","AZ","In a relationship","High School",12,127,"Mobile (iOS)",1.2,7,"No notifications","Public",11.5,349,21
59.8958166190279,51,5,3,307,6,"Senior Light",815,"F","Carol Flores","1964-08-26","Thinking about changing my approach to book clubs. Any advice?","Boston","MA","Married","Some College",7,21,"Desktop (Windows)",22.2,1,"Minimal notifications","Custom",8.9,131,13
27.9553304377589,357,12,39,783,25,"Young Adult Active",816,"M","James Sanchez","1997-01-15","Need recommendations for dealing with professional networking. Help appreciated! #fun","Charlotte","NC","Married","Master's Degree",9,185,"Tablet",1.1,9,"Important notifications only","Friends only",7.1,240,40
33.118068467116,223,14,29,631,12,"Middle-aged Moderate",817,"F","Janet Miller","1991-07-20","Thinking about changing my approach to family vacations. Any advice?","Miami","FL","Married","Bachelor's Degree",11,0,"Mobile (iOS)",0.3,5,"All notifications","Custom",10,334,12
33.6371518719663,271,18,38,903,28,"Young Adult Active",818,"M","George Lopez","1991-04-25","So proud of what I've accomplished with pet adoption this year. 🔥💯 #happy","Charlotte","NC","Married","Associate's Degree",13,100,"Mobile (Android)",1.4,7,"All notifications","Custom",6.3,192,51
66.1706539061855,91,12,0,70,0,"Senior Light",819,"F","Barbara Hernandez","1958-07-13","Finally took the plunge with medical appointments after months of hesitation. 👍🔥","Los Angeles","CA","Married","Some College",5,26,"Mobile (Android)",1.8,0,"Important notifications only","Custom",6.9,112,9
37.2338779706127,207,17,19,406,19,"Middle-aged Moderate",820,"M","Jerry Green","1987-11-19","Finally took the plunge with family vacations after months of hesitation. 👍💯🔥","Atlanta","GA","Single","Bachelor's Degree",14,49,"Desktop (Windows)",4.3,4,"Important notifications only","Friends only",13.4,166,35
28.8540491103563,316,19,27,740,26,"Young Adult Active",821,"F","Kathleen Martin","1995-06-20","Anyone have recommendations for fitness goals? Looking for something new. 💯😊🎉 #instagood #love","Austin","TX","Single","Bachelor's Degree",14,146,"Desktop (Mac)",1.5,2,"All notifications","Only me",6.6,314,52
33.5573099446114,435,30,77,1000,22,"Young Active",822,"M","Jack King","1991-03-22","Question for those experienced with student loans: how do you handle...? 💯","Houston","TX","In a relationship","Some College",9,135,"Mobile (iOS)",2.1,8,"All notifications","Friends of friends",6.6,714,66
21.7509604835149,359,19,65,832,18,"Young Adult Active",823,"F","Jessica Davis","2002-07-02","Spent all weekend on wedding planning and it was totally worth it.","San Antonio","TX","Married","Master's Degree",9,146,"Mobile (iOS)",1.6,8,"All notifications","Friends of friends",9.3,510,40
63.7211039271891,145,13,5,97,0,"Senior Light",824,"F","Helen Anderson","1960-08-07","So proud of what I've accomplished with community volunteering this year.","Austin","TX","Married","Bachelor's Degree",6,14,"Desktop (Windows)",18.9,3,"Important notifications only","Only me",5.8,131,6
58.4298933800954,21,11,5,8,9,"Senior Light",825,"F","Emma Johnson","1966-08-08","Looking for friends who are into travel destinations. Let's connect! 👍","Phoenix","AZ","Divorced","Bachelor's Degree",6,55,"Mobile (iOS)",0.8,1,"All notifications","Friends only",5.7,189,41
24.4234457929777,500,28,50,1115,39,"Young Active",826,"F","Brenda Brown","2000-07-24","Feeling conflicted about gaming. Thoughts? ✨😀 #happy","Denver","CO","Single","Some College",15,262,"Mobile (iOS)",3.2,8,"Important notifications only","Public",6.5,342,110
36.9451282861393,163,19,23,621,0,"Middle-aged Moderate",827,"F","Barbara Adams","1987-05-24","Just finished neighborhood events! Can't believe how much I enjoyed it.","Portland","OR","Married","Bachelor's Degree",5,77,"Desktop (Windows)",0.8,2,"Important notifications only","Only me",12.7,295,58
65.4834768950952,91,6,15,265,15,"Senior Light",828,"M","Nicholas Robinson","1959-09-17","Need recommendations for dealing with gardening. Help appreciated!","Jacksonville","FL","Married","High School",9,26,"Mobile (Android)",12.3,1,"Important notifications only","Friends only",2.7,233,31
54.3641619445812,130,2,13,269,5,"Senior Light",829,"M","Scott Clark","1970-10-10","Best decision ever was getting involved with healthcare!","New York","NY","Single","High School",7,41,"Desktop (Windows)",0.2,2,"All notifications","Friends only",8.5,109,33
44.8130474621915,225,18,20,433,13,"Middle-aged Moderate",830,"F","Karen Anderson","1979-09-12","Need recommendations for dealing with home renovation. Help appreciated!","Dallas","TX","Married","Bachelor's Degree",12,108,"Mobile (Android)",1.2,5,"Minimal notifications","Friends only",5.6,655,88
37.0323200811594,300,15,53,955,13,"Young Adult Active",831,"M","Jason Allen","1987-05-30","Celebrating a milestone with new gadgets today! #blessed #life","Boston","MA","In a relationship","Bachelor's Degree",10,122,"Mobile (iOS)",3.7,9,"No notifications","Friends of friends",11.6,320,62
21.7917524555015,305,16,58,713,21,"Young Adult Active",832,"F","Angela Rivera","2003-04-25","Just finished DIY projects! Can't believe how much I enjoyed it.","Fort Worth","TX","Divorced","Bachelor's Degree",10,67,"Mobile (iOS)",1,6,"Minimal notifications","Friends only",8.3,442,55
34.3654790372538,313,14,17,565,9,"Middle-aged Moderate",833,"F","Laura Carter","1990-03-10","So proud of what I've accomplished with college savings this year. 💯😀","San Diego","CA","Married","Associate's Degree",10,104,"Mobile (iOS)",4.1,0,"All notifications","Custom",11.5,410,34
27.9577274025121,522,27,64,1182,35,"Young Active",834,"M","Matthew Rivera","1996-05-18","So proud of what I've accomplished with music festivals this year. 🙌🎉","New York","NY","It's complicated","Associate's Degree",14,130,"Mobile (iOS)",0.5,4,"All notifications","Friends only",9,0,149
35.2184544024703,201,17,32,642,5,"Middle-aged Moderate",835,"F","Donna Johnson","1989-10-21","Looking for a group in the area interested in cooking. Anyone?","Philadelphia","PA","Divorced","Associate's Degree",10,120,"Mobile (iOS)",9.7,4,"Minimal notifications","Only me",14.9,164,67
36.542350568268,184,8,17,570,7,"Middle-aged Moderate",836,"M","Anthony Martin","1988-04-24","Just discovered an amazing resource for school activities! Game changer!","San Jose","CA","Married","Master's Degree",6,76,"Mobile (iOS)",6.5,7,"Important notifications only","Friends only",9.8,390,50
27.7732361632432,392,21,41,645,22,"Young Adult Active",837,"M","Michael Flores","1997-04-22","Looking for friends who are into career growth. Let's connect! #style","Phoenix","AZ","Engaged","Bachelor's Degree",14,134,"Desktop (Windows)",1.4,4,"All notifications","Public",12,66,21
58.2775788583672,84,1,0,296,4,"Senior Light",838,"M","Raymond Jackson","1966-05-01","Spent all weekend on community volunteering and it was totally worth it.","Houston","TX","Married","High School",0,35,"Multiple devices",17.3,1,"Minimal notifications","Friends only",9.4,0,32
